rating,num_reviews,name,tags,directions,ingredients
,,White Lily Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1', u'Rum (Light)', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (None, u'Splash of  Anisette', None)]"
,,Whispers Of The Frost Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Whiskey', 'oz.'), (u'1', u'Sherry (Cream)', 'oz.'), (u'1', u'Port', 'oz.'), (u'1', u'Sugar', 'tsp.')]"
,,White Cosmopolitan,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2 1/2', u'Vodka', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (None, u""Dash of  Lime Juice (Rose's\xae)"", None), (None, u'Splash of  White Cranberry Juice', None)]"
,,White Bull,,Pour tequila and coffee liqueur in a glass with ice. Fill it with cream or milk.,"[(u'1', u'Tequila', 'oz.'), (u'1', u'Coffee Liqueur', 'oz.'), (None, u'  Cream / Half & Half', None)]"
,,Whiskey Swizzle,,Pour all ingredients except the club soda into a shaker with ice. Shake and strain into a glass with ice. Fill it with club soda.,"[(u'2', u'Whiskey', 'oz.'), (u'1', u'Lime Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'2 Dashes of  Bitters', None), (None, u'  Club Soda / Carbonated Water', None)]"
,,Whiskey Stinger,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Whiskey', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.')]"
,,Whiskey To Go,,Pour all ingredients into a shaker with ice. Shake and pour into an old-fashioned glass.,"[(u'1 1/2', u'Whiskey', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1/2', u'Sugar', 'oz.')]"
,,Whiskey Squirt,,Pour all ingredients except the club soda into a shaker with ice. Shake and strain into a glass with ice. Fill it with club soda.,"[(u'2', u'Whiskey', 'oz.'), (None, u'Splash of  Grenadine', None), (u'1', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Whiskey Smash,,"Muddle mint, sugar and club soda in an old fashioned glass. Add whiskey and ice.","[(u'2', u'Whiskey', 'oz.'), (u'1', u'Sugar', 'tsp.'), (u'1', u'Club Soda / Carbonated Water', 'oz.'), (None, u'4  Mint Leaves', None)]"
,,Whiskey Sling,,Dissolve sugar with the lemon juice and water in an old fashioned glass. Add whiskey and ice.,"[(u'2', u'Whiskey', 'oz.'), (u'1', u'Sugar', 'tsp.'), (u'1', u'Lemon Juice', 'oz.'), (None, u'Splash of  Water', None)]"
,,Whiskey Sour,,Pour whiskey into a glass with ice. Fill it with sweet and sour.,"[(u'2', u'Whiskey', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Whiskey Sangaree,,Dissolve sugar in water and add whiskey. Pour into a glass with ice. Almost fill it with club soda. Float the port on top.,"[(u'2', u'Whiskey', 'oz.'), (None, u'Splash of  Water', None), (u'1/2', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None), (None, u'Float of  Port', None)]"
,,Whiskey Flip,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Whiskey', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.'), (None, u'1  Egg', None), (u'1', u'Sugar', 'tsp.')]"
,,Whiskey Rickey,,Pour whiskey and lime juice into a glass with ice. Fill it with club soda.,"[(u'2', u'Whiskey', 'oz.'), (u'1/2', u'Lime Juice', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Whiskey Fix,,Pour all ingredients into a shaker with ice. Shake and strain into a glass with ice.,"[(u'2 1/2', u'Whiskey', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Simple Syrup', 'oz.')]"
,,Whiskey Orange,,Pour whiskey and anisette into a glass with ice. Fill it with orange juice. Add sugar and stir.,"[(u'1 1/2', u'Whiskey', 'oz.'), (None, u'Splash of  Anisette', None), (None, u'  Orange Juice', None), (u'1', u'Sugar', 'tsp.')]"
,,Whiskey Highball,,Pour whiskey into a glass with ice. Fill it with ginger ale or club soda.,"[(u'2', u'Whiskey', 'oz.'), (None, u'  Ginger Ale', None)]"
,,Whiskey Mac,,Pour Scotch and green ginger wine into a wine glass (no ice).,"[(u'1 1/2', u'Scotch Whisky', 'oz.'), (u'1', u'Green Ginger Wine', 'oz.')]"
,,Whiskey Fizz,,Pour whiskey and lemon juice into a glass with ice. Fill it with club soda. Add sugar and stir.,"[(u'2', u'Whiskey', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Whiskey Eggnog,,Combine all ingredients in a punch bowl and serve.,"[(None, u'4 Cups  Eggnog', None), (u'12', u'Whiskey', 'oz.')]"
,,Whiskey Collins,,Pour whiskey into a glass with ice. Fill it with Collins mix.,"[(u'2', u'Whiskey', 'oz.'), (None, u'  Collins Mix', None)]"
,,Whiskey And Soda,,Pour whiskey into a glass with ice. Fill it with club soda.,"[(u'2', u'Whiskey', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Whiskey And Seven,,Pour whiskey into a glass with ice. Fill it with lemon-lime soda.,"[(u'2', u'Whiskey', 'oz.'), (None, u'  Lemon-Lime Soda', None)]"
,,Whiskey Cobbler,,Pour whiskey and simple syrup into a glass with shaved ice. Fill it club soda.,"[(u'2', u'Whiskey', 'oz.'), (u'1', u'Simple Syrup', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Whiskey Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Whiskey', 'oz.'), (u'1', u'Simple Syrup', 'tsp.'), (None, u'Dash of  Bitters', None)]"
,,Whiskey And Coke,,Pour whiskey into a glass with ice. Fill it with cola.,"[(u'2', u'Whiskey', 'oz.'), (None, u'  Cola', None)]"
,,Whip Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Brandy', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (None, u'Splash of  Anisette', None), (None, u'Splash of  Triple Sec', None)]"
,,Wet Kiss,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Amaretto', 'oz.'), (u'1', u'Peach Schnapps', 'oz.'), (u'1/2', u""Lime Juice (Rose's\xae)"", 'oz.')]"
,,What The Hell,,Pour all ingredients into a glass with ice and stir.,"[(u'1', u'Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (u'1', u'Apricot Brandy', 'oz.'), (None, u'Splash of  Lemon Juice', None)]"
,,Wet Pussy #2,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Raspberry Liqueur', 'oz.'), (u'1', u'Irish Cream', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]"
,,Whiskey All In,,"Pour whiskey, lemon juice and sugar into an Irish coffee mug. Fill it with hot water and stir.","[(u'2', u'Whiskey', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'  Water', None)]"
,,Western Sunset,,Pour all the liquors into a glass with ice. Fill it with equal parts of the juices and lemon-lime soda.,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Raspberry Liqueur', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'  Cranberry Juice', None), (None, u'  Lemon-Lime Soda', None)]"
,,Wet Pussy,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Coconut Rum', 'oz.'), (u'1', u'Peach Schnapps', 'oz.'), (u'1', u'Watermelon Pucker\xae', 'oz.'), (None, u'Splash of  Pineapple Juice', None), (None, u'Splash of  Cranberry Juice', None)]"
,,Wembly Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Apricot Brandy', None), (None, u'Splash of  Apple Brandy', None)]"
,,Western Rose,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Lemon Juice', None)]"
,,Wedding Anniversary,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Campari\xae', 'oz.'), (u'1/2', u'Galliano\xae Liqueur', 'oz.'), (u'1 1/2', u'Orange Juice', 'oz.')]"
,,Wavebender,,Pour orange juice and lemon juice into a glass with ice. Fill it with ginger ale. Add the splash of grenadine.,"[(u'1', u'Orange Juice', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'  Ginger Ale', None), (None, u'Splash of  Grenadine', None)]"
,,Watermelon Shooter,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Orange Juice', 'oz.'), (None, u'Splash of  Grenadine', None), (None, u'Splash of  Pineapple Juice', None)]"
,,Watermelon Margarita,,Rub rim of a margarita glass with a lime and dip it into sugar. Pour tequila and watermelon Pucker into the glass with ice. Fill it with sweet and sour mix or margarita mix.,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1', u'Watermelon Pucker\xae', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Webster Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Apricot Brandy', None), (u'1/2', u'Lime Juice', 'oz.')]"
,,Wedding Belle Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1', u'Dubonnet', 'oz.'), (u'1/2', u'Cherry Brandy', 'oz.'), (u'1/2', u'Orange Juice', 'oz.')]"
,,Watermelon Jolly Rancher,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Watermelon Pucker\xae', 'oz.'), (None, u'Splash of  Sweet & Sour Mix', None), (None, u'Splash of  Lemon-Lime Soda', None)]"
,,Watermelon,,Pour all ingredients into a collins glass with ice.,"[(u'1', u'Strawberry Liqueur', 'oz.'), (u'1', u'Vodka', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.'), (u'1', u'Orange Juice', 'oz.')]"
,,Water Moccasin #2,,Pour Crown Royal and amaretto into a glass with ice. Fill it with equal parts of sweet and sour mix and pineapple juice.,"[(u'1', u'Crown Royal\xae Canadian Whisky', 'oz.'), (u'1', u'Amaretto', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'  Pineapple Juice', None)]"
,,Water Moccasin,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Crown Royal\xae Canadian Whisky', 'oz.'), (u'1', u'Peach Schnapps', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.')]"
,,Warsaw Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Blackberry Brandy', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Lemon Juice', None)]"
,,Washington Apple,,Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.,"[(u'1', u'Crown Royal\xae Canadian Whisky', 'oz.'), (u'1', u'Sour Apple Pucker\xae', 'oz.'), (u'1/2', u'Cranberry Juice', 'oz.')]"
,,Warrior,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Vermouth (Sweet)', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Brandy', 'oz.'), (None, u'Splash of  Pernod\xae', None), (None, u'Splash of  Triple Sec', None)]"
,,Ward Eight,,Pour all ingredients into a shaker with ice. Shake and strain into a red wine glass with crushed ice.,"[(u'2', u'Whiskey', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (None, u'Splash of  Grenadine', None), (u'1', u'Sugar', 'tsp.')]"
,,Walters,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Scotch Whisky', 'oz.'), (u'1/4', u'Orange Juice', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.')]"
,,Wallis Blue Cocktail,,Pour all ingredients into a shaker with ice. Shake and pour contents into an old-fashioned glass with the rim coated with sugar.,"[(u'1', u'Gin', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]"
,,Waking To The Call Of The Mockingbird,,"Pour rum, sweet vermouth, port, lemon juice, sugar and an egg white into a shaker with ice. Shake and pour into an old-fashioned glass.","[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (u'1/2', u'Port', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'1  Egg', None)]"
,,Wallick Cocktail,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Gin', 'oz.'), (u'1 1/2', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Triple Sec', None)]"
,,Waikiki Beachcomber,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1', u'Gin', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (None, u'Splash of  Pineapple Juice', None)]"
,,Voodoo Child,,Pour sambuca into a shot glass. Layer the Amarula cream on top. Add the drops of grenadine to the center of the drink.,"[(u'1/2', u'Sambuca', 'oz.'), (u'1/2', u'Amarula\xae Cream', 'oz.'), (None, u'3 Drops of  Grenadine', None)]"
,,Voodoo Doll,,Pour vodka and raspberry liqueur into a glass with ice. Fill it with equal parts of orange juice and cranberry juice.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Raspberry Liqueur', 'oz.'), (None, u'  Orange Juice', None), (None, u'  Cranberry Juice', None)]"
,,Vodka Swizzle,,Pour all ingredients except the club soda into a shaker with ice. Shake and strain into a glass with ice. Fill it with club soda.,"[(u'2', u'Vodka', 'oz.'), (u'1', u'Lime Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'2 Dashes of  Bitters', None), (None, u'  Club Soda / Carbonated Water', None)]"
,,Vodka Toddy,,Pour vodka and water into a glass with ice. Add sugar and stir.,"[(u'2', u'Vodka', 'oz.'), (None, u'Splash of  Water', None), (u'1', u'Sugar', 'tsp.')]"
,,Vodka Sunrise,,Pour vodka into a glass with ice. Fill glass with orange juice and add the splash of grenadine.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Orange Juice', None), (None, u'Splash of  Grenadine', None)]"
,,Vodka Stinger,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.')]"
,,Vodka Smash,,"Muddle mint, sugar and club soda in an old fashioned glass. Add vodka and ice.","[(u'2', u'Vodka', 'oz.'), (u'1', u'Sugar', 'tsp.'), (u'1', u'Club Soda / Carbonated Water', 'oz.'), (None, u'4  Mint Leaves', None)]"
,,Vodka Sour,,Pour vodka into a glass with ice. Fill it with sweet and sour.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Sweet & Sour Mix', None)]"
,,Vodka Sonic,,Pour vodka into a glass with ice. Fill it with half soda water and half tonic.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Club Soda / Carbonated Water', None), (None, u'  Tonic Water', None)]"
,,Vodka Sling,,Dissolve sugar with the lemon juice and water in an old fashioned glass. Add vodka and ice.,"[(u'2', u'Vodka', 'oz.'), (u'1', u'Sugar', 'tsp.'), (u'1', u'Lemon Juice', 'oz.'), (None, u'Splash of  Water', None)]"
,,Vodka Squirt,,Pour all ingredients except the club soda into a shaker with ice. Shake and strain into a glass with ice. Fill it with club soda.,"[(u'2', u'Vodka', 'oz.'), (None, u'Splash of  Grenadine', None), (u'1', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Vodka Sangaree,,Dissolve sugar in water and add vodka. Pour into a glass with ice. Almost fill it with club soda. Float the port on top.,"[(u'2', u'Vodka', 'oz.'), (None, u'Splash of  Water', None), (u'1/2', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None), (None, u'Float of  Port', None)]"
,,Vodka Slammer,,Pour vodka and lemon-lime soda into a shot glass. Cover the shot glass with a napkin. Slam it on the bar. Drink it while foaming.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Lemon-Lime Soda', 'oz.')]"
,,Vodka Old-Fashioned,,"In an old-fashioned glass put bitters, water and sugar and mix well. Add ice and vodka.","[(u'2', u'Vodka', 'oz.'), (None, u'Dash of  Bitters', None), (None, u'Splash of  Water', None), (u'1', u'Sugar', 'tsp.')]"
,,Vodka Popper,,Pour vodka and lemon-lime soda into a shot glass. Cover the shot glass with a napkin. Slam it on the bar. Drink it while foaming.,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Lemon-Lime Soda', 'oz.')]"
,,Vodka Rickey,,Pour vodka and lime juice into a glass with ice. Fill it with club soda.,"[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Lime Juice', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Vodka Martini,,Pour vodka and the vermouth into a shaker with ice. Stir to chill the contents. Strain into a chilled martini glass.,"[(u'3 1/2', u'Vodka', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.')]"
,,Vodka Milk Punch,,Pour vodka into a glass with ice. Fill it with milk. Add sugar and stir.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Milk', None), (u'1', u'Sugar', 'tsp.')]"
,,Vodka Highball,,Pour vodka into a glass with ice. Fill it with ginger ale or club soda.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Ginger Ale', None)]"
,,Vodka Flip,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.'), (None, u'1  Egg', None), (u'1', u'Sugar', 'tsp.')]"
,,Vodka Daisy,,Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with ice.,"[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'Splash of  Grenadine', None), (u'1/2', u'Sugar', 'tsp.')]"
,,Vodka Fix,,Pour all ingredients into a shaker with ice. Shake and strain into a glass with ice.,"[(u'2 1/2', u'Vodka', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Simple Syrup', 'oz.')]"
,,Vodka Grasshopper,,Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.,"[(u'3/4', u'Vodka', 'oz.'), (u'3/4', u'Cr\xe8me de Menthe (Green)', 'oz.'), (u'3/4', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'3/4', u'Cream / Half & Half', 'oz.')]"
,,Vodka Fizz,,Pour vodka and lemon juice into a glass with ice. Fill it with club soda. Add sugar and stir.,"[(u'2', u'Vodka', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Vodka Collins,,Pour vodka into a glass with ice. Fill it with Collins mix.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Collins Mix', None)]"
,,Vodka Cobbler,,Pour vodka and simple syrup into a glass with shaved ice. Fill it club soda.,"[(u'2', u'Vodka', 'oz.'), (u'1', u'Simple Syrup', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Vodka Cooler,,Pour vodka into a glass with ice. Fill it with club soda or ginger ale. Add sugar and stir.,"[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Vodka And Tonic,,Pour vodka into a glass with ice. Fill it with tonic water.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Tonic Water', None)]"
,,Vodka And Red Bull,,Pour vodka into a glass with ice. Fill it with Red Bull.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Red Bull\xae Energy Drink', None)]"
,,Vodka And Soda,,Pour vodka into a glass with ice. Fill it with club soda.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]"
,,Vodka And Seven,,Pour vodka into a glass with ice. Fill it with lemon-lime soda.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Lemon-Lime Soda', None)]"
,,Vodka And Apple Juice,,Pour vodka into a glass with ice. Fill it with apple juice.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Apple Juice', None)]"
,,Vodka And Ginger,,Pour vodka into a glass with ice. Fill it with ginger ale.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Ginger Ale', None)]"
,,Vodka And Bitter Lemon,,"Pour vodka, lemon juice and simple syrup into a glass with ice. Fill it with tonic water.","[(u'2', u'Vodka', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Simple Syrup', 'oz.'), (None, u'  Tonic Water', None)]"
,,Virgin Strawberry Daiquiri,,Put all ingredients into a blender with ice. Blend until smooth and pour into a glass. If it is too thick add more sweet and sour.,"[(None, u'  Sweet & Sour Mix', None), (None, u'4  Strawberries', None)]"
,,Vodka And Coke,,Pour vodka into a glass with ice. Fill it with cola.,"[(u'2', u'Vodka', 'oz.'), (None, u'  Cola', None)]"
