rating,num_reviews,name,tags,url,ingredients,directions
,,Raspberry Fancy recipe,,http://www.drinksmixer.com/drinkab14893.html,"[(u'1', u'Chambord\xae raspberry liqueur', 'oz'), (u'1', u'creme de cassis', 'oz'), (u'1/2', u'Frangelico\xae hazelnut liqueur', 'oz'), (u'3', u'lemonade', 'oz'), (u'1', u'sweet and sour mix', 'oz'), (u'1', u'raspberries', 'tsp')]","Fill glass with ice. Mix creme de cassis, Frangelico, Chambord and sour mix together. Add lemonade and rasberries on top. "
8.4,7,Raspberry Cosmopolitan recipe,,http://www.drinksmixer.com/drinkl12m422.html,"[(u'2', u'Stolichnaya\xae raspberry vodka', 'oz'), (u'2/3', u'triple sec', 'oz'), (u'1', u'cranberry juice', 'oz'), (u'1/2', u'lime juice', 'oz')]","Shake with ice, strain into a chilled cocktail glass, and serve."
10.0,1,Raspberry Deluxe recipe,,http://www.drinksmixer.com/drinkab16666.html,"[(u'2', u'raspberry vodka', 'oz'), (u'1', u'Chambord\xae raspberry liqueur', 'oz'), (u'1', u'grenadine syrup', 'tbsp'), (u'4', u'ginger ale', 'oz')]","In a shaker filled with ice mix raspberry vodka, chambord, and grenadine pour into a highball glass filled with ice.  Add ginger ale.  Stir and garnish with a cherry"
5.5,2,Raspberry Cream recipe,,http://www.drinksmixer.com/drink6296.html,"[(u'1 1/2', u'vodka', 'oz'), (u'1 1/2', u'raspberry yogurt', 'tbsp'), (u'1 1/2', u'raspberry ice cream', 'tbsp'), (u'1 1/2', u'white creme de cacao', 'oz'), (u'2', u'heavy cream', 'oz')]",Blend all ingredients in an electric blender at low speed. Pour into a champagne flute and serve.
8.5,30,Raspberry Cordial recipe,,http://www.drinksmixer.com/drink6295.html,"[(u'2', u'raspberry juice', 'parts'), (u'2', u'vodka', 'parts'), (u'1 1/4', u'sugar', 'parts')]",Combine all ingredients and stir until sugar is dissolved. Store in large bottles for 22 days. Pour into gift bottles and seal.
9.6,29,Raspberry Cooler recipe,,http://www.drinksmixer.com/drink6294.html,"[(u'2', u'Stoli\xae Razberi vodka', 'oz'), (u'4', u'lemon-lime soda', 'oz')]","Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well, and serve."
9.6,14,Raspberry Colada recipe,,http://www.drinksmixer.com/drink7204.html,"[(u'1 1/4', u'white rum', 'oz'), (u'1 1/4', u'Chambord\xae raspberry liqueur', 'oz'), (u'1 1/3', u'coconut cream', 'oz'), (u'3', u'pineapple juice', 'oz'), (u'1', u'whipping cream', 'tsp')]","Blend briefly with a glassful of crushed ice in a pina colada glass. Garnish with a slice of pineapple and a cherry, add straws, and serve."
8.0,2,Raspberry Cola recipe,,http://www.drinksmixer.com/drinkb1c4894.html,"[(u'1', u'raspberry vodka', 'oz'), (u'11', u'cola', 'oz')]","Put ice into glass, pour vodka into glass then top with soda. "
9.3,11,Raspberry Citrus Punch recipe,,http://www.drinksmixer.com/drink27.html,"[(None, u'92 ozcanned pineapples', None), (None, u'8 cupsstrained orange juice', None), (u'4', u'water', 'cups'), (u'2', u'sugar', 'cups'), (u'1', u'raspberries', 'cup'), (None, u'46 ozcan grapefruit juice', None), (None, u'2 qtchilled soda water', None), (None, u'2 qtchilled ginger ale', None)]","1. Force raspberries through a sieve to remove the seeds.,
2. Combine sugar and water in saucepan. Bring to a boil and boil until sugar is dissolved to make a simple syrup.,
2. Combine orange juice, raspberries, pineapple juice, grapefruit juice and simple syrup. Chill. When ready to serve, add soda water and ginger ale. (Serves 100.)"
10.0,2,Raspberry Chocolate Truffle Shot recipe,,http://www.drinksmixer.com/drinkvw15645.html,"[(u'1/2', u'Chambord\xae raspberry liqueur', 'oz'), (u'1/4', u'dark creme de cacao', 'oz'), (u'1/4', u""Bailey's\xae Irish cream"", 'oz'), (u'1/4', u'Kahlua\xae coffee liqueur', 'oz')]","Carefully layer Bailey's over Chambord then, layer Dark Cream de Cacao and Kahlua in shot glass. Bottoms up!"
,,Raspberry Chocolate Smoothie recipe,,http://www.drinksmixer.com/drinkn1m6041.html,"[(None, u'3/4 cupchocolate soymilk', None), (None, u'3/4 cupchocolate Sorbet', None), (None, u'1 1/4 cupsfrozen unsweetened raspberries', None), (None, u'1/2 peeled banana', None), (None, u'1 fresh mint', None)]","In a blender, blend the soy milk, sorbet, raspberries, and banana until smooth. Garnish with mint to serve."
,,Raspberry Chi Chi recipe,,http://www.drinksmixer.com/drinkl15m410.html,"[(u'1 1/4', u'raspberry vodka', 'oz'), (u'12', u'pina colada mix', 'oz'), (None, u'1 scoop ice', None), (None, u'1/4 ozpureed raspberries', None)]","Pour pureed raspberries into glass. Blend 1 1/4 oz. raspberry vodka, 12 oz. pina colada mix, and 1 scoop of ice until smooth, pour over pureed raspberries in glass - serve with straw and stir stick."
9.0,1,Raspberry Cheesecake recipe,,http://www.drinksmixer.com/drinkk1l2430.html,"[(u'1', u'white creme de cacao', 'oz'), (u'1', u'black raspberry liqueur', 'oz'), (u'1', u'cream cheese', 'tbsp'), (None, u'2 scoops vanilla ice cream', None), (u'1/2', u'crushed ice', 'cup')]","Blend ingredients until smooth. Pour into a parfait glass, and serve."
,,Raspberry Bulldozer recipe,,http://www.drinksmixer.com/drinkf1g4898.html,"[(u'1', u'raspberry schnapps', 'oz'), (u'4', u'Red Bull\xae energy drink', 'oz')]","Fill glass halfway with Red Bull, drop shot in and shoot. Tastes berry-licious! "
,,Raspberry Champagne Cocktail recipe,,http://www.drinksmixer.com/drinkg14h899.html,"[(u'2', u'Champagne', 'cups'), (u'2', u'raspberry juice', 'cups'), (u'1', u'water', 'cup'), (None, u'12  lemon', None)]","Fill a small ice tray with raspberry juice, garnishing each with a lemon twist and freeze until solid. Serve by putting one raspberry cube in a champagne flute and fill with champagne. "
,,Raspberry Blush recipe,,http://www.drinksmixer.com/drinkf148e97.html,"[(u'1', u'dark rum', 'oz'), (u'1/2', u'dry vermouth', 'oz'), (u'1', u'lime juice', 'oz'), (u'2', u'raspberry syrup', 'tsp')]",Shake ingredients in a cocktail shaker with ice. Strain into a cocktail glass. 
,,Raspberry Bliss recipe,,http://www.drinksmixer.com/drinke14d896.html,"[(u'2', u'Stoli\xae Strasberi vodka', 'oz'), (u'2', u'Stoli\xae Vanil vodka', 'oz'), (u'1', u'grenadine syrup', 'oz'), (u'5', u'lemonade', 'oz'), (u'2', u'orange juice', 'oz'), (None, u'2 tbspfresh raspberries', None)]",Shake ingredients in a cocktail shaker with ice. Strain into glass. 
,,Raspberry Beret #2 recipe,,http://www.drinksmixer.com/drinkrq12427.html,"[(u'1', u'raspberry vodka', 'oz'), (u'1', u""Bailey's\xae Irish cream"", 'oz'), (u'1/2', u'raspberry liqueur', 'oz'), (u'2', u'cream', 'oz'), (u'1', u'grenadine syrup', 'splash')]","Blend all the ingredients with 8 ice cubes (like a mudslide). Pour in a glass rimmed with red-coloured sugar, top with whipped cream and sprinkle with red colored sugar."
10.0,1,Raspberry Beret recipe,,http://www.drinksmixer.com/drinkp12q426.html,"[(u'1', u'vodka', 'oz'), (u'1', u'Chambord\xae raspberry liqueur', 'oz'), (u'1', u""Bailey's\xae Irish cream"", 'oz'), (u'1', u'grenadine syrup', 'splash')]","Blend all the ingredients with ice (like a mudslide). Pour in a mug rimmed with red-coloured sugar, top with whipped cream and sprinkle with red colored sugar."
,,Raspberry Beer recipe,,http://www.drinksmixer.com/drink1c4d895.html,"[(None, u'1 can beer', None), (u'1 1/2', u'raspberry rum', 'oz')]",Pour beer and rum into a beer mug. Stir and drink. 
,,Raspberry Banana Tofu Shake recipe,,http://www.drinksmixer.com/drink1t6s038.html,"[(None, u'12 ozpackage of silken Tofu', None), (None, u'1 cupfat free soymilk', None), (None, u'1  banana', None), (u'1', u'raspberries', 'cup'), (None, u'1/4 cupfrozen orange juice', None)]","In a blender, mix tofu, soy milk, banana, raspberries, and orange juice concentrate. Blend until smooth."
,,Raspberry Ass Licker recipe,,http://www.drinksmixer.com/drink1wx5475.html,"[(u'3', u'raspberry vodka', 'oz'), (u'1', u'sloe gin', 'oz'), (u'1', u'amaretto almond liqueur', 'oz'), (u'1', u'tequila', 'oz'), (u'1', u'Malibu\xae passion fruit rum', 'oz'), (u'1', u'DeKuyper\xae Sour Apple Pucker schnapps', 'oz'), (None, u'1 ozsweetened lime juice', None), (None, u'  Angostura\xae bitters', None)]","Mix all ingredients together minus the bitters in a large mason jar with some ice, pour into shot glasses when mixed completely. ,
Add one drop of bitters to each shot - it should kinda hang in the middle, slowly falling."
3.0,1,Raspberries Romanoff recipe,,http://www.drinksmixer.com/drink1p24o25.html,"[(u'1', u'Stolichnaya\xae raspberry vodka', 'oz'), (u'1/2', u'triple sec', 'oz'), (None, u'3 - 5 fresh raspberries', None), (u'4', u'Brut\xae Champagne', 'oz'), (None, u'3 - 5 drops Kirschwasser\xae cherry brandy', None)]","Add chilled vodka, triple sec and fresh raspberries to a large, chilled stemmed glass and fill with cold champagne. Sprinkle a few drops of kirschwasser on top."
,,Rasmaretto recipe,,http://www.drinksmixer.com/drinko12n424.html,"[(u'1 1/4', u'amaretto almond liqueur', 'oz'), (u'3/4', u'raspberry syrup', 'oz'), (u'5 - 6', u'lemonade', 'oz')]",Pour over ice in a collins glass. Shake (or spindle mix for a nice foamy top). A real refreshing drink.
,,Rasmopolitan Martini recipe,,http://www.drinksmixer.com/drinkrq15334.html,"[(u'1/2', u'Cointreau\xae orange liqueur', 'oz'), (u'1', u'Absolut\xae Raspberri vodka', 'oz'), (None, u'1/2 ozfresh lime juice', None), (None, u'1/2 ozwhite cranberry juice', None)]","Combine all ingredients except for the raspberries in a cocktail shaker, cover and shake.,
Serve in a martini glass and garnish with 2 or 3 frozen raspberries. This is a luxurious drink that is very easy to prepare."
,,RaRocks recipe,,http://www.drinksmixer.com/drinkk1l2421.html,"[(u'1', u'Absolut\xae Mandrin vodka', 'oz'), (u'1', u'Malibu\xae coconut rum', 'oz'), (u'5', u'pineapple juice', 'oz'), (u'1', u'Sprite\xae soda', 'splash')]","Build over ice in a collins glass, adding the splash of Sprite last."
7.0,3,Rare Beef recipe,,http://www.drinksmixer.com/drink7062.html,"[(u'1', u'Beefeater\xae gin', 'oz'), (u'1/2', u'J & B\xae Scotch whisky', 'oz'), (u'1', u'rosso vermouth', 'oz'), (u'1', u'lemonade', 'oz')]","Pour into an old-fashioned glass half-filled with broken ice. Add a speared cherry, and serve."
