rating,num_reviews,name,tags,url,ingredients,directions
,,Stone Fence,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1066,"[(u'2', u'Scotch Whisky', 'oz.'), (None, u'2 Dashes of  Bitters', None), (None, u'  Club Soda / Carbonated Water', None)]",Pour scotch and bitters into a glass with ice. Fill it with club soda.
,,Stone Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1039,"[(u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (u'1', u'Sherry (Dry)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Stockholm 75,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=998,"[(u'1', u'Citrus Vodka', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'3/4', u'Simple Syrup', 'oz.'), (None, u'  Champagne', None)]","Pour vodka, lemon juice and syrup into a shaker with ice. Shake and strain into a chilled martini glass with the rim coated with sugar. Fill it with champagne."
,,Stinger,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=158,"[(u'1 1/2', u'Brandy', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.')]",Pour ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Stirrup Cup,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=973,"[(u'1', u'Cherry Brandy', 'oz.'), (u'1', u'Brandy', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]",Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with ice.
,,Stiletto #2,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2518,"[(u'2', u'Whiskey', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'Splash of  Lime Juice', None)]",Pour all ingredients into an old-fashioned glass with ice.
,,Stella's Stinger,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2418,"[(u'2', u'Tequila', 'oz.'), (u'1/2', u'Pernod\xae', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Starseeker,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2348,"[(u'2', u'Rum (Light)', 'oz.'), (u'1', u'Orange Juice', 'oz.'), (None, u'Splash of  Grenadine', None), (None, u'  Tonic Water', None)]","Pour light rum, orange juice and grenadine into a glass with ice. Fill it with tonic water."
,,Stiletto,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1068,"[(u'1 1/2', u'Bourbon', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.')]",Pour ingredients into an old-fashioned glass with ice.
,,Steaming Peach,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1506,"[(u'2', u'Peach Schnapps', 'oz.'), (u'4', u'Water', 'oz.')]",Pour peach schnapps and hot water into a snifter glass. Add an orange slice.
,,Stars And Stripes,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1007,"[(u'1/2', u'Grenadine', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.')]","In layers, pour the grenadine then the cream and finally the blue curacao into a cordial glass."
,,Star Fucker,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1370,"[(u'3/4', u'Crown Royal\xae Canadian Whisky', 'oz.'), (u'3/4', u'Watermelon Pucker\xae', 'oz.'), (None, u'  Red Bull\xae Energy Drink', None)]",Pour the Crown Royal and watermelon pucker in a shot glass. Fill a glass half way with Red Bull (no ice). Drop the shot into the glass with Red Bull and drink it.
,,Star Daisy,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1029,"[(u'1', u'Gin', 'oz.'), (u'1', u'Apple Brandy', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'Splash of  Grenadine', None), (u'1/2', u'Sugar', 'tsp.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Stanley Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1028,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'Splash of  Grenadine', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Star Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=972,"[(u'1', u'Apple Brandy', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.'), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Stanley Senior,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2347,"[(u'2', u'Rum (Light)', 'oz.'), (u'1/2', u'Cranberry Liqueur', 'oz.'), (u'1', u'Grapefruit Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Stalactite,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1006,"[(u'1', u'Sambuca', 'oz.'), (None, u'Float of  Irish Cream', None), (None, u'3 Drops of  Raspberry Liqueur', None)]",Pour sambuca into a cordial glass. Float the Irish cream on top. Pour a few drops of black raspberry liqueur on top of the Irish Cream.
,,St. Patrick's Day,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=974,"[(u'1', u'Cr\xe8me de Menthe (Green)', 'oz.'), (u'1', u'Chartreuse\xae (Green)', 'oz.'), (u'1', u'Irish Whiskey', 'oz.'), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,St. Charles Punch,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=962,"[(u'1', u'Brandy', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (u'3', u'Port', 'oz.')]",Pour all ingredients except the port into a shaker with ice. Shake and strain into a collins glass with ice. Add port on top.
,,Squire Racine,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2670,"[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Southern Comfort\xae', 'oz.'), (None, u'  Milk', None)]",Pour dark rum and Southern Comfort into an Irish coffee mug. Fill it with hot milk.
,,Sputnik,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=997,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Peach Schnapps', 'oz.'), (u'2', u'Orange Juice', 'oz.'), (u'2', u'Cream / Half & Half', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with ice.
,,Spymaster,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2470,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (None, u'1  Egg', None)]","Pour vodka, banana liqueur, lemon juice and an egg white into a shaker with ice. Shake and pout into an old-fashioned glass."
,,Spy Catcher,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2517,"[(u'1', u'Canadian Whisky', 'oz.'), (u'1/2', u'Sambuca', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.
,,Spritzer,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1064,"[(u'5', u'White Wine', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]",Pour white wine or red wine into a glass with ice. Fill it with club soda.
,,Splash And Crash,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=987,"[(u'2', u'Amaretto', 'oz.'), (u'6', u'Cranberry Juice', 'oz.'), (u'2', u'Orange Juice', 'oz.'), (u'1/2', u'Rum (151-Proof)', 'oz.')]","Pour amaretto, cranberry juice and orange juice into a glass with ice. Add 151-proof rum on top."
,,Spring Feeling Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1027,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Chartreuse\xae (Green)', 'oz.'), (None, u'Splash of  Lemon Juice', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Spencer Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1025,"[(u'2', u'Gin', 'oz.'), (u'1', u'Apricot Brandy', 'oz.'), (None, u'Splash of  Orange Juice', None), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Spanish Coffee,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2090,"[(u'1', u'Coffee Brandy', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (None, u'  Hot Coffee', None)]",Pour coffee brandy and triple sec into an Irish coffee mug. Fill it with hot coffee.
,,Sphinx Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1026,"[(u'2', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Speaker Of The House,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2516,"[(u'2', u'Canadian Whisky', 'oz.'), (u'1/2', u'Green Ginger Wine', 'oz.'), (None, u'Splash of  Cherry Brandy', None), (u'1/2', u'Lemon Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Special Rough Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=971,"[(u'1 1/2', u'Brandy', 'oz.'), (u'1 1/2', u'Apple Brandy', 'oz.'), (None, u'Splash of  Anisette', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Spanish Coffee #2,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2091,"[(u'1', u'Cognac', 'oz.'), (u'1', u'Coffee Liqueur', 'oz.'), (None, u'  Hot Coffee', None)]",Pour Cognac or brandy and coffee liqueur into an Irish coffee mug. Fill it with hot coffee.
,,Spanish Town Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1038,"[(u'2', u'Rum (Light)', 'oz.'), (None, u'Splash of  Triple Sec', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Spark In The Night,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2346,"[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.'), (u'1/4', u'Lime Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Soviet,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=996,"[(u'2', u'Vodka', 'oz.'), (u'1/2', u'Sherry (Cream)', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass over ice.
,,Southern Sunrise,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2144,"[(u'2', u'Southern Comfort\xae', 'oz.'), (None, u'  Orange Juice', None), (None, u'Splash of  Grenadine', None)]",Pour Southern Comfort into a glass with ice. Fill it with orange juice. Add the splash of grenadine.
,,Southern Toddy,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1913,"[(u'2', u'Southern Comfort\xae', 'oz.'), (None, u'Splash of  Water', None), (u'1', u'Sugar', 'tsp.')]",Pour Southern Comfort and water into a glass with ice. Add sugar and stir.
,,Southern Stinger,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1790,"[(u'1 1/2', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Southern Death Cult,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1531,"[(u'1', u'Southern Comfort\xae', 'oz.'), (u'1', u'Wild Turkey\xae Bourbon', 'oz.'), (u'1', u""Jack Daniel's\xae Tennessee Whiskey"", 'oz.'), (None, u'  Cola', None), (None, u'  Lemon-Lime Soda', None)]",Pour all liquors into a glass with ice. Fill it with equal parts of cola and lemon-lime soda.
,,Southern Comfort Sour,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=206,"[(u'2', u'Southern Comfort\xae', 'oz.'), (None, u'  Sweet & Sour Mix', None)]",Pour Southern Comfort into a glass with ice. Fill it with sweet and sour.
,,Southern Captain,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1262,"[(u'1', u'Rum (Spiced)', 'oz.'), (u'1', u'Southern Comfort\xae', 'oz.'), (u'1', u'Amaretto', 'oz.'), (u'1', u'Grenadine', 'oz.'), (None, u'  Orange Juice', None), (None, u'Splash of  Pineapple Juice', None)]",Pour all liqueurs and orange juice with a splash pineapple juice in a hurricane glass and fill with ice.
,,Southern Gin Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1022,"[(u'2', u'Gin', 'oz.'), (None, u'Splash of  Triple Sec', None), (None, u'2 Dashes of  Orange Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Southern Bride,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1021,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Grapefruit Juice', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Southern Margarita,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2026,"[(u'1', u'Tequila', 'oz.'), (u'1', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'  Sweet & Sour Mix', None)]","Rub rim of a margarita glass with a lime and dip it into kosher salt. Pour tequila, Southern Comfort and triple sec into the glass with ice. Fill it with sweet and sour mix or margarita mix."
,,Southern Comfort Sidecar,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1886,"[(u'2', u'Southern Comfort\xae', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Southern Comfort Manhattan,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1885,"[(u'3 1/2', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Southern Screw,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1887,"[(u'1', u'Southern Comfort\xae', 'oz.'), (u'1', u'Vodka', 'oz.'), (None, u'  Orange Juice', None)]",Pour Southern Comfort and vodka into a glass with ice. Fill it with orange juice.
,,South Side Fizz,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1024,"[(u'2', u'Gin', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]",Pour gin and lemon juice into a glass with ice. Fill it with club soda. Add sugar and stir.
,,Southern Boilermaker,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1988,"[(None, u'1 Shot of  Southern Comfort\xae', None), (None, u'  Beer', None)]",Fill a beer mug 3/4 full of beer. Drop the shot of Southern Comfort into the glass with beer.
,,South Side Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1023,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1/2', u'Sugar', 'tsp.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,South Beach #2,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1884,"[(u'1', u'Orange Vodka', 'oz.'), (u'1', u'Citrus Vodka', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,South Of The Border,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1060,"[(u'1', u'Tequila', 'oz.'), (u'3/4', u'Coffee Brandy', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a whiskey sour glass.
,,Southern Belle,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1067,"[(u'1', u'Southern Comfort\xae', 'oz.'), (u'3/4', u'Triple Sec', 'oz.'), (u'2', u'Orange Juice', 'oz.'), (None, u'  Pineapple Juice', None), (None, u'Splash of  Grenadine', None)]","Pour Southern Comfort, triple sec and orange juice into a glass with ice. Fill it with pineapple juice. Add grenadine on top."
,,South Fork Coffee,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2672,"[(u'1 1/2', u'Bourbon', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (None, u'  Hot Coffee', None)]",Pour bourbon and dark crème de cacao into an Irish coffee mug. Fill it with hot coffee.
,,South Beach,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1883,"[(u'1 1/2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Sour Watermelon Martini,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=87,"[(u'2', u'Watermelon Pucker\xae', 'oz.'), (u'1', u'Vodka', 'oz.'), (u'1', u'Triple Sec', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Soul Kiss Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1882,"[(u'1 1/2', u'Whiskey', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Dubonnet', 'oz.'), (u'1/2', u'Orange Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Sour Patch Martini,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1115,"[(u'1', u'Raspberry Vodka', 'oz.'), (u'1', u'Sour Apple Pucker\xae', 'oz.'), (u'1', u'Watermelon Pucker\xae', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Sour Apple Martini #2,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1237,"[(u'2', u'Vodka', 'oz.'), (u'1', u'Sour Apple Pucker\xae', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Sour Apple Martini,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=24,"[(u'2', u'Sour Apple Pucker\xae', 'oz.'), (u'1', u'Vodka', 'oz.'), (u'1', u'Triple Sec', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Sour Apple Margarita,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2032,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1', u'Sour Apple Pucker\xae', 'oz.'), (None, u'  Sweet & Sour Mix', None)]",Pour tequila and sour apple pucker into a glass with ice. Fill it with sweet and sour mix or margarita mix.
,,Soother Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=970,"[(u'1/2', u'Brandy', 'oz.'), (u'1/2', u'Apple Brandy', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Sonny Gets Kissed,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2344,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (u'1/4', u'Lime Juice', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Sonic Blaster,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=995,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (None, u'  Pineapple Juice', None), (None, u'  Orange Juice', None), (None, u'  Cranberry Juice', None)]","Pour vodka, rum and banana liqueur into a glass with ice. Fill it with equal parts of pineapple juice, orange juice and cranberry juice."
,,Son Of Adam,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2345,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'Splash of  Grenadine', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Something Different,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=986,"[(u'1', u'Peach Schnapps', 'oz.'), (u'1', u'Amaretto', 'oz.'), (None, u'  Pineapple Juice', None), (None, u'  Cranberry Juice', None)]",Pour peach schnapps and amaretto into a glass with ice. Fill it with equal parts of pineapple juice and cranberry juice.
,,Society Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1020,"[(u'2', u'Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Grenadine', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Snowball,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1018,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Anisette', 'oz.'), (None, u'Splash of  Cream / Half & Half', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Sombrero,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=969,"[(u'1 1/2', u'Coffee Liqueur', 'oz.'), (None, u'  Cream / Half & Half', None)]",Pour coffee liqueur or coffee brandy into a glass with ice. Fill it with cream or milk.
,,Sol Y Sombra,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1881,"[(u'1 1/2', u'Brandy', 'oz.'), (u'1 1/2', u'Anisette', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a brandy snifter glass.
,,Snyder,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1019,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Socrates,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2515,"[(u'1 1/2', u'Canadian Whisky', 'oz.'), (u'1/2', u'Apricot Brandy', 'oz.'), (None, u'Splash of  Triple Sec', None), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Snow Bunny,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1505,"[(u'2', u'Triple Sec', 'oz.'), (None, u'  Hot Chocolate', None)]",Pour triple sec into an Irish coffee mug. Fill it with hot chocolate. Add a cinnamon stick as a stirrer.
,,Snickers Bar Martini,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1879,"[(u'1 1/2', u'Chocolate Vodka', 'oz.'), (u'1/2', u'Chocolate Liqueur', 'oz.'), (u'1/2', u'Hazelnut Liqueur', 'oz.'), (u'1/2', u'Irish Cream', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Snake Bite #3,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1880,"[(u'2', u'Canadian Whisky', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (White)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Snake Bite #2,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=77,"[(None, u'1/2 Pint  Pear Cider', None), (None, u'1/2 Pint  Stout', None)]",Pour the Pear Cider into a glass and add the Guinness on top.
,,Snickers,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1878,"[(u'1/2', u'Hazelnut Liqueur', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (Dark)', 'oz.'), (u'1/2', u'Irish Cream', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.
,,Smoky Martini,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1565,"[(u'2 1/2', u'Gin', 'oz.'), (u'1/2', u'Scotch Whisky', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Smurf Piss,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1877,"[(u'1', u'Rum (Light)', 'oz.'), (u'1/2', u'Blueberry Schnapps', 'oz.'), (u'1/2', u'Blue Curacao', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'  Lemon-Lime Soda', None)]","Pour rum, blueberry schnapps and blue curacao into a glass with ice. Fill it with equal parts of sweet and sour mix and lemon-lime soda."
,,Smith And Kearns,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=115,"[(u'1', u'Coffee Liqueur', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]",Pour the coffee liqueur and the cream into a glass with ice. Fill it with soda water.
,,Snake Bite,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=76,"[(u'2', u'Yukon Jack\xae Whiskey', 'oz.'), (None, u'Splash of  Lime Juice', None)]",Pour ingredients into a shaker with ice. Shake and strain into a shot glass.
,,Smiler Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1017,"[(u'1', u'Gin', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (None, u'Splash of  Orange Juice', None), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Smiler,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2417,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1/4', u'Port', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.')]",Pour all ingredients into a shaker with ice. Shake and pour into a glass.
,,Smile Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1016,"[(u'1', u'Gin', 'oz.'), (u'1', u'Grenadine', 'oz.'), (None, u'Splash of  Lemon Juice', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Smart Christine,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2248,"[(u'2', u'Gin', 'oz.'), (u'1/2', u'B\xe9n\xe9dictine\xae', 'oz.'), (None, u'  Orange Juice', None)]",Pour gin and Bénédictine into a glass with ice. Fill it with orange juice.
,,Sly Goes To Havana,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2343,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1/2', u'Chartreuse\xae (Green)', 'oz.'), (u'1', u'Pineapple Juice', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and pour into an old-fashioned glass.
