rating,num_reviews,name,tags,url,ingredients,directions
,,Horse Feathers,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2491,"[(u'2', u'Whiskey', 'oz.'), (None, u'2 Dashes of  Bitters', None), (None, u'  Ginger Ale', None)]",Pour whiskey and bitters into a glass with ice. Fill it with ginger ale.
,,Hornpipe,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2222,"[(u'2', u'Gin', 'oz.'), (u'1/2', u'Cherry Brandy', 'oz.'), (None, u'1  Egg', None)]","Pour gin, cherry brandy and an egg white into a shaker with ice. Shake and strain into a chilled martini glass."
,,Horse And Jockey,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2297,"[(u'1', u'Rum (A\xf1ejo)', 'oz.'), (u'1', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.'), (None, u'2 Dashes of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hop Toad,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=333,"[(u'1', u'Apricot Brandy', 'oz.'), (u'1', u'Rum (Light)', 'oz.'), (u'1', u'Lime Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hoot Mon Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=339,"[(u'2', u'Scotch Whisky', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.'), (None, u'Splash of  B\xe9n\xe9dictine\xae', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hoots Mon,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2369,"[(u'1 1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Lillet\xae Blanc', 'oz.'), (u'1/2', u'Vermouth (Sweet)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Honeymoon Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=331,"[(u'1', u'B\xe9n\xe9dictine\xae', 'oz.'), (u'1', u'Apple Brandy', 'oz.'), (None, u'Splash of  Triple Sec', None), (u'1', u'Lemon Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Honolulu Cocktail #2,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=319,"[(u'1', u'Gin', 'oz.'), (u'1', u'B\xe9n\xe9dictine\xae', 'oz.'), (u'1', u'Maraschino Liqueur', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Homestead Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=317,"[(u'2', u'Gin', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Honolulu Cocktail #1,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=318,"[(u'2', u'Gin', 'oz.'), (None, u'Splash of  Orange Juice', None), (None, u'Splash of  Pineapple Juice', None), (None, u'Splash of  Lemon Juice', None), (None, u'Dash of  Bitters', None), (u'1/2', u'Sugar', 'tsp.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hilgert Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2573,"[(u'1', u'Vermouth (Dry)', 'oz.'), (u'3/4', u'Gin', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None), (None, u'Splash of  Grapefruit Juice', None), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hillary Wallbanger,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2637,"[(u'2', u'White Wine', 'oz.'), (None, u'  Orange Juice', None), (None, u'Float of  Galliano\xae Liqueur', None)]",Pour white wine into a glass with ice. Almost fill it with orange juice. Float Galliano on top.
,,Hole-In-One,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=338,"[(u'2', u'Scotch Whisky', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Lemon Juice', None), (None, u'Dash of  Orange Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hokkaido Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=316,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Sake', 'oz.'), (u'1/2', u'Triple Sec', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hollywood,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1520,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Raspberry Liqueur', 'oz.'), (None, u'  Pineapple Juice', None)]",Pour vodka and raspberry liqueur into a glass with ice. Fill it with pineapple juice.
,,Hogmanay Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1731,"[(u'2 1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Absinthe', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hoffman House Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=315,"[(u'1 1/2', u'Gin', 'oz.'), (u'3/4', u'Vermouth (Dry)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hole In One Shooter,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1400,"[(u'3/4', u'Melon Liqueur', 'oz.'), (u'3/4', u'Apple Brandy', 'oz.'), (None, u'2 Dashes of  Cream / Half & Half', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.
,,Hennessy Martini,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=330,"[(u'2', u'Cognac', 'oz.'), (None, u'Splash of  Lemon Juice', None)]",Pour all ingredients into a shaker with ice. Stir and strain into a chilled martini glass.
,,Highland Sling,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2368,"[(u'2', u'Scotch Whisky', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (u'1', u'Sugar', 'tsp.'), (None, u'Splash of  Water', None)]",Pour all ingredients into a shaker with ice. Shake and pour into a glass.
,,Her Name In Lights,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2445,"[(u'1', u'Vodka', 'oz.'), (u'1/2', u'Chartreuse\xae (Yellow)', 'oz.'), (u'1/4', u'Galliano\xae Liqueur', 'oz.'), (u'1/4', u'Blue Curacao', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Highland Fling Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=337,"[(u'2', u'Scotch Whisky', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.'), (None, u'2 Dashes of  Orange Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Highball,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=145,"[(u'2', u'Whiskey', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]",Pour whiskey into a glass with ice. Fill it with soda water or ginger ale.
,,Highland Cooler,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=336,"[(u'2', u'Scotch Whisky', 'oz.'), (None, u'  Club Soda / Carbonated Water', None), (u'1/2', u'Sugar', 'tsp.')]",Pour scotch into a glass with ice. Fill with club soda or ginger ale. Add sugar and stir.
,,Heather Blush,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=335,"[(u'1', u'Scotch Whisky', 'oz.'), (u'1', u'Strawberry Liqueur', 'oz.'), (u'3', u'Champagne', 'oz.')]",Pour scotch and strawberry liqueur into a champagne flute. Fill it with champagne.
,,Hemingway Daiquiri,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1730,"[(u'1 1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Maraschino Liqueur', 'oz.'), (u'1/2', u'Grapefruit Juice', 'oz.'), (u'1/2', u'Lime Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hearty Susan,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2490,"[(u'2', u'Whiskey', 'oz.'), (u'1/2', u'Cherry Brandy', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hazelnut Mochaspresso Martini,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1192,"[(u'1/2', u'Hazelnut Liqueur', 'oz.'), (u'1/2', u'Coffee Vodka', 'oz.'), (u'1/2', u'Chocolate Liqueur', 'oz.'), (u'1/2', u'Irish Cream', 'oz.'), (None, u'Splash of  Cream / Half & Half', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Head For The Hills,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2572,"[(u'2', u'Vermouth (Dry)', 'oz.'), (u'1/2', u'White Curacao', 'oz.'), (None, u'  Club Soda / Carbonated Water', None)]",Pour dry vermouth and white curacao into a glass with ice. Fill it with club soda.
,,Heat Wave,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=66,"[(u'1', u'Coconut Rum', 'oz.'), (u'1', u'Peach Schnapps', 'oz.'), (None, u'  Pineapple Juice', None), (None, u'Splash of  Grenadine', None)]",Pour the coconut rum and peach schnapps into a glass with ice. Fill it with pineapple and add the splash of grenadine.
,,Headshot,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1200,"[(u'1/2', u'Irish Cream', 'oz.'), (u'1/2', u'Rum (Dark)', 'oz.')]","Get a shot glass, pour the Baileys Irish Cream half way, and slow pour the Myers's Rum over a bar spoon half way so that way they'll layer."
,,Headless Horseman,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=326,"[(u'2', u'Vodka', 'oz.'), (None, u'3 Dashes of  Bitters', None), (None, u'  Ginger Ale', None)]",Pour vodka and bitters into a glass with ice. Fill it with ginger ale.
,,Hawaiian Punch,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1085,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Southern Comfort\xae', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Sloe Gin', 'oz.'), (None, u'  Orange Juice', None), (None, u'  Pineapple Juice', None)]","Pour vodka, Southern Comfort, amaretto and sloe gin into a glass with ice. Fill it with equal parts of orange juice and pineapple juice."
,,Hazelnut Margarita,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2034,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1', u'Hazelnut Liqueur', 'oz.'), (None, u'  Sweet & Sour Mix', None)]",Pour tequila and hazelnut liqueur into a glass with ice. Fill it with sweet and sour mix or margarita mix.
,,Havana Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=332,"[(u'3/4', u'Rum (Light)', 'oz.'), (u'1 1/2', u'Pineapple Juice', 'oz.'), (None, u'Splash of  Lemon Juice', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hawaiian Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=314,"[(u'2', u'Gin', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'Splash of  Pineapple Juice', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hawaiian Kool-Aid,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1369,"[(u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Coconut Rum', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Melon Liqueur', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'  Lemon-Lime Soda', None), (None, u'Splash of  Grenadine', None)]",Pour all the liquors into a glass with ice. Fill it with equal parts of sweet and sour mix and lemon-lime soda. Add the splash of grenadine.
,,Hat Trick,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2296,"[(u'1', u'Rum (Dark)', 'oz.'), (u'1', u'Rum (Light)', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hasty Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=313,"[(u'2', u'Gin', 'oz.'), (u'1', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Anisette', None), (None, u'Splash of  Grenadine', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Harvard Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=328,"[(u'2', u'Brandy', 'oz.'), (u'1', u'Vermouth (Sweet)', 'oz.'), (None, u'Splash of  Lemon Juice', None), (None, u'Splash of  Grenadine', None), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Harvard Cooler,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=329,"[(u'2', u'Apple Brandy', 'oz.'), (None, u'  Club Soda / Carbonated Water', None), (u'1/2', u'Sugar', 'tsp.')]",Pour apple brandy into a glass with ice. Fill it with club soda or ginger ale. Add sugar and stir.
,,Harvey Wallbanger,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=8,"[(u'2', u'Vodka', 'oz.'), (None, u'  Orange Juice', None), (None, u'Float of  Galliano\xae Liqueur', None)]",Pour vodka into a glass with ice and almost fill it with orange juice. Pour a float of Galliano on top.
,,Harlem Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=312,"[(u'2', u'Gin', 'oz.'), (u'1', u'Pineapple Juice', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Handicapper's Choice,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1497,"[(u'1', u'Irish Whiskey', 'oz.'), (u'1', u'Amaretto', 'oz.'), (None, u'  Hot Coffee', None)]",Pour Irish whiskey and amaretto into an Irish coffee mug. Fill it with hot coffee.
,,Hard On,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=118,"[(u'1/2', u'Coffee Liqueur', 'oz.'), (u'1/2', u'Amaretto', 'oz.'), (u'1/2', u'Milk', 'oz.')]",Pour in layers the coffee liqueur then the amaretto and finally the milk.
,,Haidin Haidin,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2295,"[(u'2', u'Rum (Light)', 'oz.'), (u'1/2', u'Vermouth (Dry)', 'oz.'), (None, u'Dash of  Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Handball Cooler,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=325,"[(u'2', u'Vodka', 'oz.'), (None, u'  Club Soda / Carbonated Water', None), (None, u'Splash of  Orange Juice', None)]",Pour vodka into a glass with ice. Almost fill it with club soda. Top it with orange juice.
,,Harry Denton,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1729,"[(u'2 1/2', u'Gin', 'oz.'), (u'1', u'Chartreuse\xae (Green)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Hairy Navel,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1162,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Peach Schnapps', 'oz.'), (None, u'  Orange Juice', None)]",Pour the vodka and the peach schnapps into a glass with ice. Fill it with orange juice.
,,Hairy Sunrise,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=323,"[(u'3/4', u'Tequila', 'oz.'), (u'3/4', u'Vodka', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'3', u'Orange Juice', 'oz.'), (None, u'3 Dashes of  Grenadine', None)]",Blend all ingredients with ice except grenadine. Pour contents into a collins glass. Float grenadine on top.
,,Guava Margarita,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2043,"[(u'1 1/2', u'Tequila', 'oz.'), (u'3', u'Guava Nectar', 'oz.'), (None, u'  Sweet & Sour Mix', None)]",Pour tequila and guava nectar into a glass with ice. Fill it with sweet and sour mix or margarita mix.
,,Gull's Wing,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2402,"[(u'2', u'Tequila', 'oz.'), (u'1/2', u'Banana Liqueur', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.')]","Pour tequila, banana liqueur and lemon juice into a glass with crushed ice."
,,Gypsy Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=514,"[(u'1 1/2', u'Gin', 'oz.'), (u'1 1/2', u'Vermouth (Sweet)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,H.P.W. Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=311,"[(u'1 1/2', u'Gin', 'oz.'), (None, u'Splash of  Vermouth (Dry)', None), (None, u'Splash of  Vermouth (Sweet)', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Gulf Stream,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1456,"[(u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Brandy', 'oz.'), (u'1', u'Blue Curacao', 'oz.'), (u'3', u'Champagne', 'oz.'), (u'6', u'Lemonade', 'oz.'), (u'1', u'Lime Juice', 'oz.')]",Blend all ingredients with ice. Pour into a sugar-rimmed Collins glass.
,,Grog,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1553,"[(u'2', u'Rum (Dark)', 'oz.'), (u'1/2', u'Lemon Juice', 'oz.'), (u'1', u'Honey', 'tsp.'), (None, u'  Water', None)]","Pour dark rum, lemon juice and honey in an Irish coffee mug. Fill it with hot water and stir."
,,Grog #2,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2294,"[(u'2', u'Rum (Dark)', 'oz.'), (None, u'  Water', None)]",Pour dark rum into an old-fashioned glass (no ice). Fill it with water.
,,Greyhound,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=5,"[(u'2', u'Vodka', 'oz.'), (None, u'  Grapefruit Juice', None)]",Pour vodka into a glass with ice and fill it with grapefruit juice.
,,Greenham's Grotto,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2221,"[(u'2', u'Gin', 'oz.'), (u'1', u'Brandy', 'oz.'), (u'1/4', u'Orgeat Syrup', 'oz.'), (u'1/4', u'Lemon Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and pour into an old-fashioned glass.
,,Green Spider,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1226,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (Green)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Green Russian,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1123,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1', u'Melon Liqueur', 'oz.'), (u'1/2', u'Cream / Half & Half', 'oz.')]",Pour vodka and melon liqueur into a glass with ice. Add cream if desired.
,,Green Russian #2,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1124,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (Green)', 'oz.')]",Pour ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Green Jolly Rancher,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=138,"[(u'1/2', u'Melon Liqueur', 'oz.'), (u'1/2', u'Southern Comfort\xae', 'oz.'), (None, u'Splash of  Sweet & Sour Mix', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a glass.
,,Greenback,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=511,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Cr\xe8me de Menthe (Green)', 'oz.'), (u'1', u'Lemon Juice', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with ice.
,,Green Mirage,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2444,"[(u'1', u'Vodka', 'oz.'), (u'1/2', u'Galliano\xae Liqueur', 'oz.'), (u'1/4', u'Vermouth (Dry)', 'oz.'), (None, u'Splash of  Blue Curacao', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Green Lizard,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=139,"[(u'1', u'Chartreuse\xae (Green)', 'oz.'), (u'1/2', u'Rum (151-Proof)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.
,,Green Iguana,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1273,"[(u'1', u'Tequila', 'oz.'), (u'1', u'Melon Liqueur', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Green Dinosaur,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1393,"[(u'1', u'Vodka', 'oz.'), (u'1', u'Gin', 'oz.'), (u'1', u'Rum (Light)', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1', u'Melon Liqueur', 'oz.'), (u'1', u'Sweet & Sour Mix', 'oz.'), (None, u'  Lemon-Lime Soda', None)]",Pour all the liquors and sweet and sour mix into a glass with ice. Fill it with lemon-lime soda.
,,Green Goddess,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2622,"[(u'1 1/2', u'Melon Liqueur', 'oz.'), (u'1', u'Scotch Whisky', 'oz.'), (None, u'Splash of  Vermouth (Dry)', None), (None, u'  Lemon-Lime Soda', None)]","Pour melon liqueur, Scotch and dry vermouth into a glass with ice. Fill it with lemon-lime soda."
,,Green Dragon,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=513,"[(u'1 1/2', u'Gin', 'oz.'), (u'1/2', u'Cr\xe8me de Menthe (Green)', 'oz.'), (u'1/2', u'K\xfcmmel', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (None, u'4 Dashes of  Orange Bitters', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Green Demon,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=478,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Melon Liqueur', 'oz.'), (u'1/2', u'Lemonade', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.
,,Great Head,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2489,"[(u'2', u'Canadian Whisky', 'oz.'), (u'1/2', u'Apple Brandy', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Green Gables Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2571,"[(u'1 1/2', u'Vermouth (Sweet)', 'oz.'), (u'1', u'Gin', 'oz.'), (u'1/4', u'Chartreuse\xae (Green)', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Graveyard,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1280,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Rum (151-Proof)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'1/2', u'Tequila', 'oz.'), (u'1/2', u'Scotch Whisky', 'oz.'), (u'1/2', u'Bourbon', 'oz.'), (None, u'  Beer', None), (None, u'  Stout', None)]",Pour all the liquors into a glass with ice. Fill it with equal parts of beer and Guinness.
,,Green Devil,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=512,"[(u'1 1/2', u'Gin', 'oz.'), (u'1 1/2', u'Cr\xe8me de Menthe (Green)', 'oz.'), (None, u'Splash of  Lime Juice', None)]",Pour all ingredients into a shaker with ice. Shake and strain into an old-fashioned glass with ice.
,,Grateful Dead,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=74,"[(u'1/2', u'Vodka', 'oz.'), (u'1/2', u'Gin', 'oz.'), (u'1/2', u'Rum (Light)', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (None, u'  Sweet & Sour Mix', None), (None, u'Float of  Raspberry Liqueur', None)]","Pour the vodka, gin, rum, and triple sec into a glass with ice. Fill with sweet and sour and add the float of raspberry liqueur."
,,Grapefruit Margarita,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2020,"[(u'1 1/2', u'Tequila', 'oz.'), (u'1/2', u'Triple Sec', 'oz.'), (u'2', u'Grapefruit Juice', 'oz.'), (None, u'  Sweet & Sour Mix', None)]","Rub rim of a margarita glass with a grapefruit slice and dip it into kosher salt. Pour tequila, triple sec and grapefruit juice into the glass with ice. Fill it with sweet and sour mix or margarita mix."
,,Grasshopper,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=53,"[(u'1', u'Cr\xe8me de Menthe (Green)', 'oz.'), (u'1', u'Cr\xe8me de Cacao (White)', 'oz.'), (u'1', u'Cream / Half & Half', 'oz.')]",Pour all ingredients into a shaker glass with ice. Shake and strain into a shot glass.
,,Gravedigger,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1281,"[(u'3/4', u'Rum (151-Proof)', 'oz.'), (u'3/4', u'Jim Beam\xae Bourbon', 'oz.')]",Pour all ingredients into a shaker with ice. Shake and strain into a shot glass.
,,Grapeberry,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1418,"[(None, u'  Grapefruit Juice', None), (None, u'  Cranberry Juice', None)]",Pour equal amounts of grapefruit juice and cranberry juice into a wine glass with ice.
,,Grand Royal Fizz,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=509,"[(u'2', u'Gin', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None), (u'1', u'Orange Juice', 'oz.'), (u'1', u'Lemon Juice', 'oz.'), (None, u'Splash of  Cream / Half & Half', None), (u'1', u'Sugar', 'tsp.'), (None, u'  Club Soda / Carbonated Water', None)]","Pour gin, maraschino liqueur, orange juice, lemon juice and cream into a glass with ice. Fill it with club soda. Add sugar and stir."
,,Grapefruit Cocktail,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=510,"[(u'1', u'Gin', 'oz.'), (u'1', u'Grapefruit Juice', 'oz.'), (None, u'Splash of  Maraschino Liqueur', None)]",Pour all ingredients into a shaker with ice. Shake and strain into a chilled martini glass.
,,Grass Skirt,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=2220,"[(u'1 1/2', u'Gin', 'oz.'), (u'1', u'Triple Sec', 'oz.'), (u'1', u'Pineapple Juice', 'oz.'), (None, u'Splash of  Grenadine', None)]",Pour all ingredients into a shaker with ice. Shake and pour into an old-fashioned glass.
,,Grape Crush,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1287,"[(u'1 1/2', u'Vodka', 'oz.'), (u'1/2', u'Raspberry Liqueur', 'oz.'), (u'1/2', u'Sweet & Sour Mix', 'oz.'), (u'1/2', u'Cranberry Juice', 'oz.'), (None, u'  Lemon-Lime Soda', None)]","Pour the vodka, raspberry liqueur and sweet and sour mix into a glass with ice. Fill it with lemon-lime soda."
,,Grand Am,,http://www.goodcocktails.com/recipes/mixed_drink.php?drinkID=1727,"[(u'1 1/2', u'Grand Marnier\xae Orange Liqueur', 'oz.'), (u'1 1/2', u'Amaretto', 'oz.')]",Pour Grand Marnier and amaretto into a glass with ice.
