rating,num_reviews,name,tags,directions,ingredients
9.7,17,Nemesis recipe,,"Pour vodka and coffee liqueur over ice into a highball glass. Top with coke, add Guinness, and serve.","[(u'1', u'vodka', 'oz'), (u'1', u'coffee liqueur', 'oz'), (u'5', u'Coca-Cola\xae', 'oz'), (u'2', u'Guinness\xae stout', 'oz')]"
8.0,5,Nelson's Blood recipe,,"Pour the champagne and port into a champagne flute. Stir well, and serve.","[(u'5', u'Champagne', 'oz'), (u'1', u'tawny port', 'oz')]"
1.0,1,Nelson's Nightcap recipe,,Pour into an ice-filled wine goblet.,"[(u'1 1/2', u'LBV port', 'oz'), (u'3/4', u'marsala white wine', 'oz'), (u'1/2', u'dry sherry', 'oz'), (u'1', u'Dry Orange Curacao liqueur', 'tsp'), (u'1', u'Angostura\xae bitters', 'dash'), (u'3 1/2', u'lemonade', 'oz')]"
9.3,6,Nelson Special recipe,,"Pour gin into a cocktail glass with ice cubes, and fill one-quarter full with cranberry juice. Fill with tonic water. Blend briefly with a small stick and drop in a slice of orange and a cherry.","[(u'1 1/2', u'Tanqueray\xae gin', 'oz'), (None, u'  cranberry juice', None), (None, u'  tonic water', None)]"
8.0,4,Negus recipe,,"Heat ingredients (with lemon thinly sliced into rings, and a heaped teaspoon of sugar). Strain into a heat-proof goblet when hot.","[(u'2', u'LBV port', 'oz'), (u'1', u'claret', 'oz'), (u'1', u'sparkling Burgundy wine', 'oz'), (u'1', u'brandy', 'tsp'), (u'2', u'water', 'oz'), (None, u'1/2  lemon', None), (None, u'1 pinch nutmeg', None), (u'1', u'sugar', 'tsp')]"
7.0,1,Neiler recipe,,Stir ingredients into glass with some crushed ice. ,"[(u'1', u'banana liqueur', 'oz'), (u'1', u'melon liqueur', 'oz'), (u'6', u'milk', 'oz')]"
5.5,2,Negropolitan recipe,,"Layer the Jagermeister on top of the sambuca in a shot glass, and serve.","[(u'1/2', u'Jagermeister\xae herbal liqueur', 'oz'), (u'1/2', u'sambuca', 'oz')]"
9.6,299,Negroni Cocktail recipe,,Stir with ice and strain into a chilled cocktail glass 3/4 filled with cracked ice. Add a splash of soda water if desired. Garnish with a half slice of orange. ,"[(u'1', u'gin', 'oz'), (u'1', u'sweet vermouth', 'oz'), (u'1', u'Campari\xae bitters', 'oz')]"
,,Negrita recipe,,"Combine ingredients in a shot glass, and serve.","[(u'1/2', u'pisco brandy', 'oz'), (u'1/2', u'coffee liqueur', 'oz'), (None, u'1/2 ozcold espresso', None)]"
8.1,18,Negroni - Zimbabwe Style recipe,,"Coat the rim of an old-fashioned glass with sugar. Shake all ingredients in a cocktail shaker, and pour into the glass over plenty of ice.","[(None, u'1 cl Campari\xae bitters', None), (None, u'2 cl gin', None), (None, u'1 cl sweet vermouth', None), (None, u' juice of 1/2 oranges', None)]"
,,Need For Speed recipe,,Pour the vodka into a highball glass filled with ice. Add the cranberry juice and the fanta and stir. ,"[(u'1 1/3', u'Absolut\xae vodka', 'oz'), (u'1 1/3', u'Fanta\xae orange soda', 'oz'), (u'2', u'Ocean Spray\xae cranberry juice', 'oz')]"
,,Needle in Your Eye recipe,,"Just put it all together in a glass with crushed ice, and mix well.","[(u'1', u'lemon gin', 'oz'), (u'1', u'vodka', 'oz'), (u'5', u'7-Up\xae soda', 'oz'), (u'1', u'lemon juice', 'dash'), (u'1', u'lime juice', 'dash'), (u'1', u'orange juice', 'dash')]"
,,Nectarine Blush recipe,,"Place the nectarines, brown sugar and buttermilk in the bowl of a blender and blend until smooth. Serve immediately.","[(None, u'2 pitted nectarine', None), (None, u'2 tbspbrown sugar', None), (None, u'1 cupbutter milk', None)]"
9.5,8,Nectar of the Gods recipe,,"Stir ingredients together in a highball glass half-filled with ice cubes, and serve.","[(u'1 1/2', u'Iceberg\xae vodka', 'oz'), (u'1 1/2', u'Kamora\xae coffee liqueur', 'oz'), (u'5 - 6', u'iced tea', 'oz')]"
10.0,2,Necrophiliac recipe,,"Pour the vodka, rums, melon liqueur and juices into a cocktail shaker half-filled with ice cubes. Shake well, strain into a highball glass, and serve.","[(u'1/2', u'vodka', 'oz'), (u'1/2', u'light rum', 'oz'), (u'1/2', u'coconut rum', 'oz'), (u'1/2', u'melon liqueur', 'oz'), (u'4', u'pineapple juice', 'oz'), (u'1', u'orange juice', 'oz')]"
5.0,1,Neckbrace recipe,,Shake ingredients in a cocktail shaker with ice. Strain into a highball glass filled with ice cubes. Garnish with an orange slice. ,"[(u'2', u'light rum', 'oz'), (u'1/2', u'triple sec', 'oz'), (u'4', u'orange juice', 'oz'), (None, u'1 slice orange', None)]"
7.8,5,Nebraska Bull Dog recipe,,"Pour coconut rum and Dr. Pepper into a tall shot glass, stir, and serve.","[(u'1', u'coconut rum', 'oz'), (u'1', u'Dr. Pepper\xae soda', 'oz')]"
9.5,2,Nazzy Baby recipe,,In a straight tall pint glass fill 2/3 of it with ice then add liquors. Add a dash of lemonade and fill the rest of the glass with fresh orange juice. ,"[(u'1', u'vodka', 'oz'), (u'1', u'peach schnapps', 'oz'), (u'1', u'coconut rum', 'oz'), (u'1', u'lemon juice', 'dash'), (u'6 - 8', u'orange juice', 'oz')]"
,,Neato Bandito recipe,,Shake ingredients in a cocktail shaker with ice. Strain into glass with a salted rim. ,"[(u'1 1/2', u'gold tequila', 'oz'), (u'1', u'blueberry liqueur', 'oz'), (u'1/2', u'lime juice', 'oz'), (None, u'1 pinch salt', None)]"
9.6,19,Nazi Taco recipe,,Mix ingredients together and pour into a shot glass.,"[(u'1', u'Jagermeister\xae herbal liqueur', 'part'), (u'1', u'tequila', 'part'), (u'1', u'Tabasco\xae sauce', 'part')]"
6.8,5,Nazi Surfer recipe,,"Chill, shake, and strain into a shot glass.","[(u'1/2', u'Jagermeister\xae herbal liqueur', 'oz'), (u'1/2', u'Malibu\xae coconut rum', 'oz'), (u'1/2', u'Midori\xae melon liqueur', 'oz'), (u'1', u'pineapple juice', 'splash'), (u'1', u'grenadine syrup', 'dash')]"
,,Nazi Qualik recipe,,"Pour the vodka, amaretto almond liqueur, Frangelico hazelnut liqueur, Bailey's irish cream and Kahlua coffee liqueur into a collins glass filled with ice cubes. Fill with milk, and serve.","[(u'1/2', u'vodka', 'oz'), (u'1/2', u""Bailey's\xae Irish cream"", 'oz'), (u'1/2', u'Frangelico\xae hazelnut liqueur', 'oz'), (u'1/2', u'amaretto almond liqueur', 'oz'), (u'1/2', u'Kahlua\xae coffee liqueur', 'oz'), (u'5 1/2', u'milk', 'oz')]"
7.8,16,Nazi Helmet recipe,,Combine in a shot glass.,"[(None, u'1/2 shot Jagermeister\xae herbal liqueur', None), (None, u'1/2 shot Rumple Minze\xae peppermint liqueur', None)]"
7.5,2,Nazi Cola recipe,,"Combine jagermeister and rumple minze over ice in a cocktail glass. Fill with cola, and serve.","[(u'1', u'Jagermeister\xae herbal liqueur', 'oz'), (u'1', u'Rumple Minze\xae peppermint liqueur', 'oz'), (None, u'  Coca-Cola\xae', None)]"
9.0,3,Nawlin's Po-Boy recipe,,"Using a hurricane glass, filled with ice, add as follows: rum, grenadine, and orange juice.  Then fill to the top with Hawaiian Punch.  Stir and garnish with cherries, lime, or orange.","[(u'3', u'Bacardi\xae dark rum', 'oz'), (u'1/2', u'grenadine syrup', 'oz'), (u'2', u'orange juice', 'oz'), (u'2 - 3', u'Hawaiian Punch\xae', 'oz')]"
9.9,9,Nay-Nay Strohmeyer recipe,,"Pour all three ingredients into a large container, in any order.","[(u'3', u'cranberry juice', 'parts'), (u'3', u'Sprite\xae soda', 'parts'), (u'2', u""Jack Daniel's\xae Tennessee whiskey"", 'parts')]"
8.0,9,Mai Tai Swizzle recipe,,Shake all ingredients and strain into a highball glass filled with crushed ice. Add the spent lime shell and swizzle briefly. Garnish with a slice of pineapple and mint sprigs.,"[(u'1 1/2', u""Myer's\xae dark rum"", 'oz'), (u'1', u'white rum', 'oz'), (u'1/2', u'triple sec', 'oz'), (u'1', u'grapefruit juice', 'oz'), (None, u' juice of 1/2 limes', None), (u'1/4', u'almond syrup', 'oz'), (u'1', u'Angostura\xae bitters', 'dash'), (u'1', u'Pernod\xae licorice liqueur', 'dash')]"
8.7,9,Navy Seal recipe,,Serve on the rocks in an old-fashioned glass.,"[(u'2', u'Jose Cuervo\xae Especial gold tequila', 'oz'), (u'2', u'Jagermeister\xae herbal liqueur', 'oz')]"
8.6,14,Mai Tai #6 recipe,,"Pour the rums, orgeat and pineapple juice into a cocktail shaker half-filled with ice cubes. Shake well, and strain into a collins glass with several ice cubes. Garnish with a pineapple wedge, and serve.","[(u'2', u'white rum', 'oz'), (u'2', u'dark rum', 'oz'), (u'1', u'Malibu\xae coconut rum', 'oz'), (u'1/2', u'orgeat syrup', 'oz'), (u'1/2', u'pineapple juice', 'oz'), (u'1/2', u'Malibu\xae coconut rum', 'oz')]"
8.6,8,Mai Tai Original Recipe recipe,,Shake all ingredients except dark rum together.  Strain over ice into old fashioned glass. Top with dark rum and maraschino cherry.,"[(u'1', u'light rum', 'oz'), (u'1', u'gold rum', 'oz'), (u'1/2', u'Orange Curacao liqueur', 'oz'), (u'1/2', u'orgeat syrup', 'oz'), (u'1/2', u'lime juice', 'oz'), (u'1', u'dark rum', 'oz')]"
8.1,18,Mai Tai #5 recipe,,"Combine all ingredients (sugar to taste) in a hurricane glass filled with ice cubes. Stir well, and serve.","[(u'1 1/2', u'dark rum', 'oz'), (u'1 1/2', u'white rum', 'oz'), (u'3/4', u'triple sec', 'oz'), (u'1/2', u'orange juice', 'oz'), (u'1/2', u'lemon juice', 'oz'), (u'1/4', u'lime juice', 'oz'), (u'2', u'pineapple juice', 'oz'), (u'1', u'sugar', 'tsp')]"
9.1,19,Mai Tai #4 recipe,,"Pour all ingredients into a mixing glass half-filled with cracked ice. Stir well and strain into a wine goblet. Garnish with a slice of lime and a maraschino cherry, and serve.","[(u'1/2', u'spiced rum', 'oz'), (u'1/2', u'white rum', 'oz'), (u'1/2', u'creme de almond', 'oz'), (u'1/2', u'triple sec', 'oz'), (u'2 1/2', u'orange juice', 'oz'), (u'2 1/2', u'pineapple juice', 'oz'), (u'1', u'lime juice', 'splash')]"
8.8,10,Mai Tai Mai recipe,,"Pour the spiced rum, apricot liqueur, pineapple juice and grenadine into a highball glass filled with ice cubes. Stir well. Add the soda, stir gently, and serve.","[(u'1', u'spiced rum', 'oz'), (u'1/4', u'apricot liqueur', 'oz'), (u'3', u'pineapple juice', 'oz'), (u'1', u'grenadine syrup', 'tsp'), (u'1 1/2', u'lemon-lime soda', 'oz')]"
8.8,31,Mai Tai #3 recipe,,"Stir all ingredients together in a highball glass with a few ice cubes, and serve.","[(u'2', u'white rum', 'oz'), (u'2', u'dark rum', 'oz'), (u'1/2', u'amaretto almond liqueur', 'oz'), (u'1', u'triple sec', 'oz'), (u'1', u'orange juice', 'oz'), (u'1', u'pineapple juice', 'oz'), (u'1 1/2', u'grenadine syrup', 'oz'), (u'1', u'club soda', 'splash')]"
9.2,5,Mahwah Iced Tea recipe,,"Add the whiskey and southern comfort to a highball glass. Fill with iced tea, and drop in a couple of ice cubes.","[(None, u'1/2 shot Jim Beam\xae bourbon whiskey', None), (None, u'1/2 shot Southern Comfort\xae peach liqueur', None), (None, u' fill with iced tea', None)]"
8.4,10,Magnum recipe,,"Add all ingredients to a blender with three cups of ice. Blend, pour into cocktail glasses, and serve.","[(u'1', u'Goldschlager\xae cinnamon schnapps', 'part'), (u'1', u""Jack Daniel's\xae Tennessee whiskey"", 'part'), (u'1', u'fruit punch', 'part'), (u'1', u'tequila', 'splash'), (u'1', u'rum', 'part'), (u'1', u'orange juice', 'part'), (u'1', u'vodka', 'part')]"
7.1,20,Mai Tai #2 recipe,,"Pour the white rum, orgeat syrup, triple sec and sour mix into a cocktail shaker half-filled with ice cubes. Shake well, and strain into a collins glass over several ice cubes. Garnish with a cherry, and serve.","[(u'3', u'white rum', 'oz'), (u'1 1/2', u'orgeat syrup', 'oz'), (u'1 1/2', u'triple sec', 'oz'), (u'4 1/2', u'sweet and sour mix', 'oz')]"
7.0,7,Magnolia Milk Punch recipe,,"Combine ice cream, bourbon and vanilla in a blender and process until smooth. Pour into two glasses and sprinkle with freshly grated nutmeg. Serve.","[(u'2', u'bourbon whiskey', 'oz'), (u'1', u'vanilla', 'tsp'), (u'1', u'vanilla ice cream', 'cup'), (None, u'1 pinch nutmeg', None)]"
9.0,562,Mai Tai recipe,,"Pour light rum, creme de almond and triple sec, in order, into a collins glass. Almost fill with equal parts of sweet and sour mix and pineapple juice. Add dark rum, a large straw, and serve unstirred.

","[(u'1', u'light rum', 'oz'), (u'1/2', u'creme de almond', 'oz'), (u'1/2', u'triple sec', 'oz'), (None, u'  sweet and sour mix', None), (None, u'  pineapple juice', None), (u'1/2', u""Myer's\xae dark rum"", 'oz')]"
9.0,2,Magnolia Maiden recipe,,"Shake the bourbon, Grand Marnier and simple syrup together with crushed ice in a cocktail shaker. Strain into an old-fashioned glass 1/2 filled with ice cubes. Top with soda, and serve.","[(u'1 1/4', u'bourbon whiskey', 'oz'), (u'1 1/4', u'Grand Marnier\xae orange liqueur', 'oz'), (u'1', u'simple syrup', 'splash'), (u'1', u'club soda', 'splash')]"
5.5,2,Magnolia Blossom recipe,,"Pour the gin, cream and lemon juice into a cocktail shaker with ice. Shake well, strain into a highball glass, and serve.","[(u'4', u'gin', 'oz'), (u'2', u'cream', 'oz'), (u'1', u'lemon juice', 'oz'), (None, u'1 drop grenadine syrup', None)]"
,,Magnolia #2 recipe,,Mix everything together. ,"[(u'2', u'coconut rum', 'oz'), (u'3', u'Dr. Pepper\xae soda', 'oz'), (u'1', u'grenadine syrup', 'oz')]"
7.5,4,Magnolia recipe,,Mix everything together in a sour glass. ,"[(u'1', u'DeKuyper\xae Watermelon Pucker schnapps', 'oz'), (u'3', u'Dr. Pepper\xae soda', 'oz'), (u'1', u'grenadine syrup', 'oz')]"
9.0,3,Magic Trick recipe,,"Pour all ingredients into a pint glass filled with ice cubes. Stir well, and serve.","[(u'1', u'amaretto almond liqueur', 'oz'), (u'1', u'vodka', 'oz'), (u'1', u'brandy', 'oz'), (u'1', u'Irish cream', 'oz'), (u'1', u'coffee liqueur', 'oz'), (u'3', u'milk', 'oz')]"
10.0,2,Magique recipe,,"Pour the vermouth, gin and creme de cassis into a mixing glass half-filled with ice cubes. Stir well, strain into a cocktail glass, and serve.","[(u'1 1/2', u'dry vermouth', 'oz'), (u'1', u'gin', 'oz'), (u'2', u'creme de cassis', 'tsp')]"
7.5,2,Magic's Tornado recipe,,Shake well with ice and serve in a highball glass with a slice of green lemon.,"[(None, u'4 cl Southern Comfort\xae peach liqueur', None), (None, u'4 cl Absolut\xae vodka', None), (None, u'3 cl almond syrup', None), (None, u""3 cl Rose's\xae lime juice"", None), (None, u'2 clfresh lemon juice', None)]"
8.7,10,Magic Spritzer recipe,,"Stir ingredients over crushed ice in a wine glass. Garnish with a slice of lemon or lime, and serve.","[(u'6', u'Zinfandel\xae white wine', 'oz'), (u'6', u'7-Up\xae soda', 'oz')]"
5.5,2,Magic Woman recipe,,"Pour blue curacao, rum and gin into an ice-filled highball glass. Blend briefly, fill with sprite and add a splash of lemon juice.","[(u'1', u'Blue Curacao liqueur', 'oz'), (u'1', u'light rum', 'oz'), (u'1', u'gin', 'oz'), (None, u' fill with Sprite\xae soda', None), (u'1', u'lemon juice', 'splash')]"
9.6,5,Magic Star recipe,,Shake in a cocktail glass. Garnish with powdered chocolate and a crystalized fruit star-shape.,"[(u'3', u'white creme de cacao', 'parts'), (u'3', u'Pisang Ambon\xae liqueur', 'parts'), (u'2', u'kiwi liqueur', 'parts'), (u'2', u'cream', 'parts'), (u'1', u'grenadine syrup', 'dash')]"
9.3,4,Magic Punch recipe,,Add ingredients to an ice-filled collins glass and shake.,"[(u'4', u'Absolut\xae vodka', 'oz'), (u'1', u'guava juice', 'oz'), (u'1', u'papaya juice', 'oz'), (u'1', u'mango juice', 'oz')]"
9.5,21,Magic Sam recipe,," In a rock glass 11 3/4 oz. fill with ice. Squirt in a dash of banana and strawberry syrub in any order. (slightly more strawberry in order to give the drink an almost cosmopolitan fuxia colour after shaken later)  Pour in approximately less than 1/3 of the glass with vodka of any brand. Next add approximately less than 1/4 of the glass with tanqueray gin. 1/5 of cointreau next and 1/6 0f peachtree (peach shnapps) and the alcoholic content is complete. The remaining space to almost fill the rim involves equal splashes of Orange juice, Pineaple juice and melon juice. ,
Shake all with a shaker  and then reverse back the whole shaken stuff back into the rock glass. A sliced kiwi tucked over the rim and two tall straws and damn...thats a hell of a MAGIC SAM!!!!!","[(None, u'2/3  Absolut\xae vodka', None), (None, u'1/4  Tanqueray\xae gin', None), (None, u'1/5  Cointreau\xae orange liqueur', None), (None, u'1/5  DeKuyper\xae Peachtree schnapps', None), (u'1', u'sweet and sour mix', 'splash'), (None, u'2  orange juice', None), (None, u'2  pineapple juice', None), (None, u'2  melon juice', None), (u'1', u'banana syrup', 'splash'), (u'1', u'strawberry syrup', 'splash')]"
9.3,4,Magic Pixie recipe,,"Fill a 10-oz highball glass with ice. Add the DeKuyper Sour Apple Pucker schnapps, DeKuyper Watermelon Pucker schnapps and Jacquins peach schnapps. Fill the remainder of the glass with an even amount of Sprite and Ocean Spray cranberry juice. Serve.","[(u'1', u'DeKuyper\xae Sour Apple Pucker schnapps', 'oz'), (u'1', u'DeKuyper\xae Watermelon Pucker schnapps', 'oz'), (u'1', u""Jacquin's\xae peach schnapps"", 'oz'), (u'1', u'Sprite\xae soda', 'oz'), (u'1', u'Ocean Spray\xae cranberry juice', 'oz')]"
8.8,31,Magic Mountain Dew recipe,,"Pour the Absolut Citron vodka and triple sec into a cocktail shaker half-filled with ice cubes. Shake well, and strain into a highball glass filled with ice cubes. Top with mountain dew, stir briefly and serve.","[(u'1 1/2', u'Absolut\xae Citron vodka', 'oz'), (u'1 1/2', u'triple sec', 'oz'), (u'3', u'Mountain Dew\xae citrus soda', 'oz')]"
9.5,2,Maggie's Yellow Skoda recipe,,"Chop up the two bananas and place in a blender with the creme de bananes, galliano and vanilla ice cream. Blend until frothy and pour into a highball glass. Garnish with a slice of banana, sit back and enjoy!","[(None, u'2 slightly ripe bananas', None), (None, u'50 ml creme de bananes', None), (None, u'50 ml Galliano\xae herbal liqueur', None), (None, u'3 scoops vanilla ice cream', None)]"
9.1,11,Magic Island recipe,,Blend briefly with three-quarters of a glassful of crushed ice in a wine goblet. Garnish with in-season fruit and serve with short straws.,"[(u'3', u'pineapple juice', 'oz'), (u'1', u'grapefruit juice', 'oz'), (u'1', u'coconut cream', 'oz'), (u'1/2', u'whipping cream', 'oz'), (u'1', u'grenadine syrup', 'tsp')]"
8.3,6,Maggie's Whiskey Sour recipe,,Mix the Jack Daniel's and Sour Mix in a Sour Glass filled with ice. Add the lime juice. ,"[(u'2', u""Jack Daniel's\xae Tennessee whiskey"", 'oz'), (u'1', u'lime juice', 'tsp'), (u'5', u'sweet and sour mix', 'oz')]"
9.9,10,Magic Dew recipe,,Mix equal parts blue maui and mountain dew in a hurricane glass.,"[(u'1', u'Maui\xae Blue Hawaiian schnapps', 'part'), (u'1', u'Mountain Dew\xae citrus soda', 'part')]"
9.8,4,Maggie May recipe,,Pour into a frosted champagne flute.,"[(u'2/3', u'raspberry liqueur', 'oz'), (u'1', u'dry vermouth', 'oz'), (u'3', u'Lambrusco\xae red wine', 'oz')]"
,,MagFest Mule recipe,,Mix equal amounts of each ingredient and pour into test tube chill before serving. ,"[(u'1/2', u'151 proof rum', 'oz'), (u'1/2', u'Chambord\xae raspberry liqueur', 'oz'), (u'1/2', u'Midori\xae melon liqueur', 'oz'), (u'1/2', u'amaretto almond liqueur', 'oz')]"
10.0,1,Maggie Girl recipe,,"Mull (crush) the fresh mint, as if you were making a mojito. Add mulled mint to Jameson's, add simple syrup and soda. Shake with crushed ice for 30 seconds. Pour onto fresh ice. ","[(u'1', u'Jameson\xae Irish whiskey', 'oz'), (None, u'1 fresh mint mint', None), (u'1/2', u'simple syrup', 'oz'), (None, u' top with soda', None)]"
8.8,11,Mafia's Kiss recipe,,"Add amaretto, southern comfort, and sour mix to an ice-filled glass. Stir, and serve.","[(u'1', u'amaretto almond liqueur', 'oz'), (u'1', u'Southern Comfort\xae peach liqueur', 'oz'), (u'2', u'sweet and sour mix', 'oz')]"
,,Mage's Fire recipe,,"Mix the schnapps and curacao into a bottle with vodka. Chill for 24 hours, and serve as cold shots.","[(u'2', u'vodka', 'parts'), (u'1', u'cinnamon schnapps', 'part'), (u'1', u'Blue Curacao liqueur', 'part')]"
7.0,2,Maestro recipe,,"In a shaker half-filled with ice cubes, combine the rum, sherry, and lime juice. Shake well. Strain into a collins glass almost filled with crushed ice and top with the ginger ale. Garnish with a lemon twist.","[(u'1 1/2', u'anejo rum', 'oz'), (u'1/2', u'sherry', 'oz'), (u'1/2', u'lime juice', 'oz'), (u'4', u'ginger ale', 'oz')]"
9.0,2,Maeek recipe,,"Combine in a glass, add orange peel and serve.","[(None, u'3 cl Johnnie Walker\xae Scotch whisky', None), (None, u'2 cl Campari\xae bitters', None), (None, u'1 cl orange juice', None)]"
9.6,105,Madras recipe,,Pour all ingredients (except lime wedge) into a highball glass over ice. Add the lime wedge and serve.,"[(u'1 1/2', u'vodka', 'oz'), (u'4', u'cranberry juice', 'oz'), (u'1', u'orange juice', 'oz'), (None, u'1  lime', None)]"
7.8,9,Madonna recipe,,"Pour cherry vodka into a whiskey-sour glass. Fill with 7-up, and stir gently. Garnish with a maraschino cherry, and serve.","[(None, u'1 shot cherry vodka', None), (None, u'  7-Up\xae soda', None)]"
9.6,26,Madison Lemonade recipe,,Combine all ingredients in a large pitcher. Mix together. Serve into collins glasses.,"[(u'12', u'vodka', 'oz'), (u'48', u'beer', 'oz'), (None, u'12 ozfrozen pink lemonade', None)]"
8.0,1,Madison Avenue Cocktail recipe,,"Shake all ingredients with ice and strain into an old-fashioned glass filled with ice. Garnish with a mint sprig and a slice of lime, and serve.","[(u'1 1/2', u'white rum', 'oz'), (u'3/4', u'Cointreau\xae orange liqueur', 'oz'), (None, u'1/2 ozfresh lime juice', None), (u'1', u'orange bitters', 'dash'), (None, u'3  mint', None)]"
8.0,2,Madeleine recipe,,"Shake all ingredients with four ice cubes, strain into a cocktail glass, and serve.","[(None, u'2 cl Passoa\xae liqueur', None), (None, u'1 cl gin', None), (None, u'1 cl coconut liqueur', None), (None, u'12 cl pineapple juice', None)]"
8.8,22,Maddress recipe,,"Pour the vodka into a highball glass 2/3 filled with ice cubes. Add the juices, stir briefly, and serve.","[(u'2', u'vodka', 'oz'), (u'3', u'orange juice', 'oz'), (u'2', u'cranberry juice', 'oz')]"
,,Madeira M'Dear recipe,,"Pour the Madeira wine, brandy and vermouth into an old-fashioned glass almost filled with ice cubes. Stir well, garnish with a twist of lemon, and serve.","[(u'1 1/2', u'madeira', 'oz'), (u'1', u'brandy', 'oz'), (u'1/2', u'dry vermouth', 'oz'), (u'1', u'sweet vermouth', 'tsp')]"
,,Madame Rene recipe,,"Pour whiskey, rum, orange juice and bitters into a cocktail shaker half-filled with ice cubes. Shake and strain into a cocktail glass.","[(u'2', u'blended whiskey', 'oz'), (u'1/2', u'anejo rum', 'oz'), (u'1', u'orange juice', 'oz'), (u'1', u'bitters', 'dash')]"
,,Mad Scientist #2 recipe,,"Mix melon liqueur, sour mix, and soda water with ice in a shaker. Shake and strain into a martini glass. Top with rum and carefully ignite.,
Extinguish before serving.","[(u'1', u'Midori\xae melon liqueur', 'oz'), (u'1 1/2', u'sweet and sour mix', 'oz'), (u'1', u'soda water', 'splash'), (None, u'  151 proof rum', None)]"
9.5,2,Jaffa Schnapps recipe,,Line the rim of a cocktail glass with sugar syrup and shaved chocolate. Pour the ingredients into a cocktail shaker half-filled with ice cubes. Shake and strain into the rimmed glass. Garnish with orange sprinkles and serve.,"[(u'1/2', u'butterscotch schnapps', 'oz'), (u'1/2', u'chocolate liqueur', 'oz'), (u'1/4', u'Malibu\xae coconut rum', 'oz'), (u'1/4', u'Orange Curacao liqueur', 'oz'), (u'1 1/2', u'milk', 'oz')]"
,,Jaffa #2 recipe,,Combine creme de cacao and Triple Sec in a cocktail glass. Stir well and drop in the piece of choclate. Garnish with the orange slice. ,"[(u'1 1/2', u'white creme de cacao', 'oz'), (u'1 1/2', u'triple sec', 'oz'), (None, u'1 piece chocolate', None), (None, u'1 slice orange', None)]"
10.0,2,Jaded Dreams recipe,,Combine everything but the lime slice in a cocktail shaker with ice. Shake well and strain into a cocktail glass. Garnish with a slice of lime. ,"[(u'1 1/2', u'light rum', 'oz'), (u'2', u'green creme de menthe', 'tsp'), (u'1', u'triple sec', 'tsp'), (u'1', u'lime juice', 'tsp'), (u'1', u'sugar', 'tsp'), (None, u'1 slice lime', None)]"
4.6,5,Jaffa recipe,,Shake ingredients together and pour. ,"[(u'1', u'Cointreau\xae orange liqueur', 'oz'), (u'1 1/4', u'dark creme de cacao', 'oz')]"
9.0,1,Jade Monkey recipe,,"Pour melon liqueur and banana liqueur into glass. Fill with sprite, and serve.","[(u'1', u'melon liqueur', 'oz'), (u'1', u'banana liqueur', 'oz'), (u'6', u'Sprite\xae soda', 'oz')]"
,,Jaegar Kon recipe,,Take a small water hlass and pour in the Jagearmiester and the Yukon Jack and stir very well. Add ice if necessary,"[(None, u'1 shot Yukon Jack\xae Canadian whisky', None), (None, u'1 shot Jagermeister\xae herbal liqueur', None), (None, u'  ice', None)]"
8.5,6,Jade Martini recipe,,"Fill a cocktail shaker with ice. Add equal parts Midori Liqueur and Malibu Coconut Rum, add Pineapple juice until the mixture turns an opaque jade color. Stir (do not shake or the pineapple juice will foam up) and strain into a martini glass. ","[(u'1', u'Midori\xae melon liqueur', 'oz'), (u'1', u'Malibu\xae coconut rum', 'oz'), (u'2', u'pineapple juice', 'oz')]"
10.0,1,Jade Isle recipe,,Shake all ingredients (except cherry) in a shaker cup. Strain into a hurricane glass 1/2 filled with chipped ice. Garnish with a cherry and a long straw.,"[(u'2', u'Midori\xae melon liqueur', 'oz'), (u'1', u'Blue Curacao liqueur', 'oz'), (u'1', u'Stoli\xae Cranberi vodka', 'oz'), (u'4', u'sweet and sour mix', 'oz'), (u'2', u'7-Up\xae soda', 'oz'), (None, u'1  maraschino cherry', None)]"
9.3,12,Jacqueline Cocktail recipe,,"Shake all ingredients in a cocktail shaker half-filled with ice cubes. Strain into a cocktail glass, and serve.","[(u'1', u'triple sec', 'oz'), (u'2', u'dark rum', 'oz'), (u'1', u'lime juice', 'oz'), (None, u'1 pinch powdered sugar', None)]"
9.4,24,Jacobo's Melon Bomb recipe,,"Pour the Cherry 7-UP into a highball glass filled with ice cubes. Add the Smirnoff watermelon vodka, and top with Red Bull. Stir lightly, and serve.","[(u'2', u'Smirnoff\xae watermelon vodka', 'oz'), (u'4', u'7-Up\xae cherry soda', 'oz'), (u'2', u'Red Bull\xae energy drink', 'oz')]"
9.9,9,Jade #2 recipe,,"Combine all ingredients together in a cocktail shaker with a few ice cubes. Shake well, strain into a chilled cocktail glass, and serve.","[(u'1', u'vodka', 'oz'), (u'1', u'Hpnotiq\xae liqueur', 'oz'), (u'1', u'pineapple juice', 'oz')]"
9.3,6,Jade recipe,,Shake all ingredients (except lime slice) with ice and strain into a cocktail glass. Add the slice of lime and serve.,"[(u'1 1/2', u'light rum', 'oz'), (u'1/2', u'green creme de menthe', 'tsp'), (u'1/2', u'triple sec', 'tsp'), (u'1', u'lime juice', 'tbsp'), (u'1', u'powdered sugar', 'tsp'), (None, u'1 slice lime', None)]"
